tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,tech_support,support_tickets_90d,satisfaction_score,churn
17,50.74,815.66,Month-to-month,No,Mailed check,No,2,3,0
33,87.4,2804.12,Two year,Fiber optic,Electronic check,Yes,2,3,0
20,65.1,1326.63,One year,DSL,Credit card,Yes,2,4,0
24,63.95,1590.06,Two year,No,Mailed check,Yes,1,3,0
16,91.76,1378.97,Two year,Fiber optic,Credit card,Yes,0,4,0
38,107.16,3929.44,Month-to-month,Fiber optic,Mailed check,Yes,1,4,0
41,72.07,2888.92,Month-to-month,No,Bank transfer,Yes,2,3,0
28,87.49,2332.78,Two year,Fiber optic,Electronic check,No,4,3,0
41,72.66,2817.44,Month-to-month,Fiber optic,Electronic check,Yes,3,4,1
72,54.32,4015.81,One year,DSL,Credit card,No,1,3,0
33,92.08,3138.09,Month-to-month,Fiber optic,Bank transfer,No,4,2,0
19,79.14,1389.27,Month-to-month,Fiber optic,Mailed check,No,1,2,1
25,56.89,1478.75,Month-to-month,No,Mailed check,Yes,1,3,0
44,73.27,3296.94,One year,DSL,Electronic check,Yes,1,4,0
14,105.96,1420.37,One year,Fiber optic,Credit card,Yes,1,4,0
13,63.42,826.99,Month-to-month,DSL,Electronic check,Yes,1,3,0
25,96.53,2365.48,Month-to-month,Fiber optic,Mailed check,No,0,4,0
18,99.38,1693.83,Month-to-month,Fiber optic,Mailed check,No,2,4,1
8,63.66,475.85,One year,No,Bank transfer,No,0,3,0
22,76.4,1675.36,Month-to-month,DSL,Mailed check,No,4,3,1
50,73.22,3384.11,One year,DSL,Credit card,No,2,3,1
27,70.06,1937.6,One year,DSL,Credit card,Yes,3,3,0
7,49.89,351.26,Month-to-month,No,Credit card,No,3,3,1
31,66.71,2077.43,One year,DSL,Mailed check,Yes,1,5,0
15,77.99,1158.82,Two year,Fiber optic,Electronic check,No,2,2,1
72,92.33,6648.91,Month-to-month,Fiber optic,Credit card,No,3,3,0
29,63.54,1914.93,Month-to-month,Fiber optic,Electronic check,No,2,3,1
12,48.57,578.5,Month-to-month,No,Credit card,No,1,3,1
32,68.63,2099.55,One year,DSL,Electronic check,No,2,3,0
23,75.5,1760.8,Two year,Fiber optic,Credit card,No,4,4,1
47,78.8,3568.99,One year,Fiber optic,Credit card,No,7,3,0
13,64.29,862.98,Two year,No,Bank transfer,Yes,3,3,1
29,97.77,2770.81,One year,Fiber optic,Credit card,No,3,3,0
4,72.36,276.34,Month-to-month,DSL,Electronic check,Yes,2,3,1
21,71.68,1400.06,Month-to-month,No,Mailed check,Yes,2,4,0
7,49.4,333.13,One year,No,Electronic check,Yes,2,4,0
22,74.97,1628.51,One year,Fiber optic,Credit card,Yes,5,2,0
26,46.31,1120.24,Month-to-month,DSL,Mailed check,Yes,2,4,1
28,105.8,3101.45,Month-to-month,Fiber optic,Electronic check,Yes,2,2,0
13,44.48,577.57,Month-to-month,No,Electronic check,No,1,4,0
22,91.29,2047.73,Month-to-month,Fiber optic,Credit card,No,1,2,1
43,75.25,3010.27,One year,DSL,Credit card,Yes,1,4,0
60,67.01,3911.13,One year,DSL,Credit card,No,3,4,0
22,77.62,1657.01,Two year,No,Electronic check,No,0,5,0
44,87.47,3876.66,Month-to-month,Fiber optic,Bank transfer,Yes,1,4,0
9,88.25,779.41,Two year,Fiber optic,Mailed check,Yes,2,5,0
14,62.9,838.81,Month-to-month,No,Bank transfer,No,1,3,0
24,107.12,2615.33,Month-to-month,Fiber optic,Credit card,Yes,1,3,1
18,86.69,1576.38,Two year,Fiber optic,Electronic check,No,2,3,0
17,83.52,1381.74,Two year,Fiber optic,Mailed check,No,7,1,0
41,42.21,1789.14,Two year,No,Electronic check,Yes,1,5,0
8,49.19,369.26,Month-to-month,DSL,Mailed check,No,2,4,0
9,75.55,671.0,Month-to-month,DSL,Electronic check,No,1,3,0
6,67.06,414.62,One year,No,Electronic check,Yes,0,3,0
25,55.41,1401.68,Two year,No,Electronic check,Yes,2,3,0
15,62.57,927.65,Month-to-month,DSL,Electronic check,Yes,0,4,0
38,106.19,3761.84,Month-to-month,Fiber optic,Bank transfer,No,4,2,0
23,61.25,1302.45,Month-to-month,DSL,Bank transfer,No,2,3,0
12,91.54,1106.16,Month-to-month,DSL,Credit card,No,2,3,0
11,78.8,846.81,Month-to-month,Fiber optic,Mailed check,Yes,3,5,1
17,66.67,1104.26,One year,No,Bank transfer,No,3,3,0
7,72.97,495.89,Month-to-month,Fiber optic,Credit card,No,3,3,0
41,82.92,3204.28,One year,Fiber optic,Mailed check,Yes,2,4,0
15,60.78,905.13,One year,DSL,Credit card,No,1,4,0
5,52.64,255.17,Month-to-month,No,Credit card,Yes,2,3,1
47,105.12,4592.4,Month-to-month,Fiber optic,Credit card,Yes,5,2,1
18,83.8,1569.74,Two year,Fiber optic,Electronic check,Yes,1,4,0
30,85.11,2515.03,One year,DSL,Electronic check,No,1,3,0
13,48.4,599.31,Two year,No,Electronic check,No,4,2,0
48,83.76,4066.78,Month-to-month,Fiber optic,Bank transfer,No,1,4,1
10,76.79,791.27,One year,Fiber optic,Bank transfer,No,3,2,0
15,74.19,1067.25,Two year,No,Electronic check,No,3,4,0
3,62.82,196.14,Month-to-month,DSL,Mailed check,No,2,2,0
47,88.33,4138.4,Month-to-month,Fiber optic,Mailed check,No,1,2,1
11,79.28,831.79,Two year,Fiber optic,Bank transfer,No,2,4,0
25,56.02,1416.43,Month-to-month,DSL,Electronic check,No,3,4,0
28,73.23,2051.72,Month-to-month,DSL,Electronic check,Yes,0,4,0
42,105.24,4596.98,Two year,Fiber optic,Bank transfer,No,0,4,0
24,76.16,1891.93,Month-to-month,Fiber optic,Electronic check,No,1,3,1
19,55.63,1055.31,One year,No,Bank transfer,No,2,4,0
39,75.87,2965.68,One year,DSL,Mailed check,No,1,3,0
27,63.59,1627.2,One year,DSL,Mailed check,Yes,1,3,0
16,96.42,1569.2,Month-to-month,Fiber optic,Credit card,Yes,2,3,1
49,87.39,4395.62,Month-to-month,Fiber optic,Electronic check,Yes,0,5,0
29,62.2,1892.2,Two year,No,Electronic check,No,0,4,0
6,67.4,383.63,Two year,DSL,Credit card,No,1,4,0
55,64.67,3529.08,Month-to-month,Fiber optic,Bank transfer,No,1,3,1
12,75.36,946.16,Month-to-month,DSL,Electronic check,No,3,3,1
42,83.68,3562.05,Month-to-month,Fiber optic,Bank transfer,Yes,3,3,1
5,82.05,395.14,Month-to-month,Fiber optic,Mailed check,No,4,2,1
39,96.53,3485.28,Two year,Fiber optic,Bank transfer,Yes,0,3,0
7,52.58,385.47,Two year,No,Credit card,No,1,5,0
23,65.79,1518.28,Month-to-month,DSL,Electronic check,No,2,3,1
28,84.55,2430.58,Two year,DSL,Bank transfer,Yes,1,4,0
17,60.98,964.48,Two year,Fiber optic,Electronic check,No,2,4,0
20,67.74,1348.14,One year,No,Mailed check,Yes,1,4,0
8,86.58,720.1,Two year,Fiber optic,Mailed check,No,4,2,0
36,77.55,2797.4,Month-to-month,Fiber optic,Credit card,Yes,1,5,0
24,56.78,1321.07,Two year,No,Bank transfer,No,0,3,0
10,63.4,607.93,Month-to-month,No,Credit card,No,3,3,1
25,77.13,1799.11,Month-to-month,Fiber optic,Electronic check,No,2,4,1
25,103.29,2376.86,One year,Fiber optic,Mailed check,No,1,4,0
21,74.64,1511.91,Month-to-month,DSL,Credit card,No,1,3,0
1,95.42,94.84,One year,Fiber optic,Electronic check,No,5,2,1
15,47.9,745.1,Month-to-month,DSL,Credit card,No,0,2,1
36,98.02,3698.37,Month-to-month,DSL,Bank transfer,Yes,4,2,1
29,65.25,1765.0,One year,DSL,Credit card,No,1,4,0
29,92.32,2562.88,Month-to-month,Fiber optic,Electronic check,No,1,3,0
24,57.24,1269.5,Month-to-month,No,Mailed check,No,2,2,1
39,62.5,2351.76,Month-to-month,No,Electronic check,Yes,2,4,0
12,82.79,998.34,Two year,DSL,Credit card,Yes,1,3,0
10,94.75,922.92,One year,Fiber optic,Electronic check,Yes,1,4,1
64,51.7,3393.45,Month-to-month,No,Bank transfer,Yes,0,4,0
11,96.99,990.87,One year,Fiber optic,Bank transfer,No,3,3,0
6,83.72,503.91,One year,Fiber optic,Credit card,Yes,0,3,0
16,72.16,1212.01,Month-to-month,Fiber optic,Credit card,No,4,3,1
22,84.14,1748.12,Month-to-month,Fiber optic,Credit card,Yes,3,3,1
39,91.36,3724.75,One year,Fiber optic,Electronic check,Yes,3,3,1
15,71.34,1091.34,Month-to-month,DSL,Credit card,No,2,3,0
15,100.25,1446.62,Two year,Fiber optic,Mailed check,No,2,4,0
20,88.09,1717.93,Month-to-month,Fiber optic,Bank transfer,Yes,3,3,1
13,57.6,699.29,One year,No,Electronic check,No,3,2,1
5,88.9,448.41,Month-to-month,Fiber optic,Credit card,Yes,4,2,1
7,77.0,535.2,One year,DSL,Mailed check,No,3,4,0
46,57.33,2488.28,Two year,No,Credit card,No,4,2,0
33,100.93,3291.84,Month-to-month,Fiber optic,Mailed check,Yes,0,5,0
20,82.29,1718.9,Month-to-month,Fiber optic,Bank transfer,No,3,3,1
29,99.3,3011.76,One year,Fiber optic,Electronic check,Yes,4,3,1
34,89.21,3103.65,Month-to-month,DSL,Electronic check,Yes,1,4,1
12,102.14,1150.36,Month-to-month,Fiber optic,Credit card,Yes,1,3,0
8,54.4,420.98,One year,No,Bank transfer,No,1,4,1
43,65.91,2831.95,Month-to-month,DSL,Electronic check,Yes,1,3,1
2,66.78,125.91,Month-to-month,DSL,Bank transfer,Yes,1,4,1
30,59.7,1851.11,Month-to-month,No,Credit card,Yes,1,3,0
23,91.1,2115.66,Month-to-month,Fiber optic,Bank transfer,No,3,2,1
40,58.35,2230.37,Two year,DSL,Mailed check,Yes,0,4,0
31,86.96,2786.95,Month-to-month,DSL,Credit card,No,3,3,0
29,68.5,2005.75,Month-to-month,DSL,Electronic check,Yes,2,3,0
9,68.4,632.07,One year,DSL,Bank transfer,Yes,1,3,0
35,91.04,3197.17,Two year,Fiber optic,Mailed check,No,2,3,0
27,63.15,1781.44,Month-to-month,No,Bank transfer,No,2,3,1
10,76.99,794.32,One year,DSL,Electronic check,No,4,4,0
23,59.64,1430.65,One year,DSL,Electronic check,No,4,3,0
7,49.41,359.89,Month-to-month,No,Credit card,No,2,2,1
18,66.55,1198.46,Month-to-month,DSL,Credit card,No,1,3,0
72,49.54,3676.19,One year,No,Credit card,Yes,3,4,0
8,111.25,861.41,Month-to-month,Fiber optic,Bank transfer,Yes,0,3,0
5,81.76,381.39,Month-to-month,Fiber optic,Electronic check,No,1,3,1
7,81.48,560.83,One year,Fiber optic,Bank transfer,No,2,2,1
17,99.88,1590.33,Month-to-month,Fiber optic,Mailed check,No,3,3,1
32,47.75,1446.77,Month-to-month,DSL,Electronic check,No,4,4,0
21,98.71,2065.17,Month-to-month,Fiber optic,Electronic check,No,1,3,1
6,76.49,437.5,Two year,DSL,Electronic check,No,4,3,0
32,57.37,1692.61,One year,No,Electronic check,Yes,3,4,0
3,70.25,201.92,Month-to-month,DSL,Electronic check,Yes,0,3,1
6,78.03,464.76,Month-to-month,Fiber optic,Bank transfer,Yes,1,4,1
12,43.26,510.59,Two year,No,Credit card,No,2,2,0
42,72.61,2930.19,One year,DSL,Mailed check,Yes,3,4,0
21,60.14,1279.58,One year,No,Electronic check,No,2,3,0
22,77.78,1631.72,Month-to-month,Fiber optic,Electronic check,No,1,3,1
6,75.63,459.79,Month-to-month,DSL,Bank transfer,No,2,3,0
13,85.47,1051.7,Month-to-month,Fiber optic,Electronic check,No,2,4,1
38,78.9,2786.66,Two year,Fiber optic,Bank transfer,Yes,1,3,0
26,85.33,2145.33,Two year,Fiber optic,Electronic check,No,1,2,0
33,56.0,1906.56,Month-to-month,DSL,Bank transfer,No,2,1,0
19,84.53,1631.85,One year,Fiber optic,Bank transfer,Yes,0,4,0
38,113.53,4363.58,Two year,Fiber optic,Electronic check,Yes,2,5,0
6,53.69,299.62,Two year,DSL,Credit card,No,2,3,0
17,80.13,1284.98,Month-to-month,Fiber optic,Mailed check,No,5,3,1
29,100.7,2936.15,Month-to-month,Fiber optic,Electronic check,Yes,3,3,0
4,75.45,304.47,Two year,No,Bank transfer,Yes,1,4,0
1,60.09,58.49,Month-to-month,No,Mailed check,No,2,2,0
64,55.1,3664.15,Month-to-month,No,Credit card,Yes,2,3,0
21,74.39,1634.44,Month-to-month,DSL,Electronic check,No,4,3,1
3,80.2,226.14,Month-to-month,Fiber optic,Credit card,Yes,0,4,1
21,97.86,1950.29,Month-to-month,Fiber optic,Bank transfer,Yes,1,4,1
6,76.08,477.85,One year,DSL,Bank transfer,Yes,0,4,0
9,53.56,493.89,Two year,No,Electronic check,Yes,2,4,0
43,84.27,3443.62,Month-to-month,Fiber optic,Electronic check,Yes,3,4,1
13,108.6,1463.87,Two year,Fiber optic,Credit card,No,2,4,0
12,64.1,771.49,Two year,DSL,Bank transfer,Yes,0,4,0
6,42.41,252.4,One year,DSL,Credit card,No,3,1,0
15,83.67,1276.16,One year,Fiber optic,Mailed check,Yes,2,3,0
22,62.68,1308.63,Two year,No,Bank transfer,No,2,3,0
13,75.04,949.29,One year,DSL,Credit card,No,3,3,0
72,62.4,4381.82,Month-to-month,No,Bank transfer,Yes,2,5,0
8,67.26,522.83,Two year,Fiber optic,Mailed check,No,1,4,0
8,90.34,673.74,Month-to-month,Fiber optic,Credit card,Yes,5,3,1
14,88.25,1203.37,Two year,Fiber optic,Electronic check,No,1,3,0
70,87.93,5782.26,Month-to-month,Fiber optic,Mailed check,No,2,3,0
33,93.29,3082.42,Month-to-month,Fiber optic,Electronic check,Yes,1,4,1
12,63.3,788.22,One year,Fiber optic,Credit card,No,2,3,0
12,83.83,1022.5,One year,Fiber optic,Credit card,Yes,2,3,0
7,60.08,411.05,Month-to-month,DSL,Credit card,No,0,4,0
14,98.62,1355.09,Two year,Fiber optic,Mailed check,No,4,1,1
17,89.89,1526.73,Month-to-month,Fiber optic,Bank transfer,Yes,0,3,1
32,74.51,2487.41,Month-to-month,DSL,Electronic check,Yes,1,3,0
27,97.21,2740.08,One year,Fiber optic,Mailed check,Yes,1,3,0
14,70.29,995.83,Month-to-month,Fiber optic,Credit card,No,1,3,0
53,51.34,2659.0,Month-to-month,No,Electronic check,No,1,4,0
11,67.97,709.36,Month-to-month,DSL,Electronic check,No,1,3,1
5,66.62,313.81,Month-to-month,No,Bank transfer,Yes,1,4,1
23,99.07,2098.58,Two year,Fiber optic,Credit card,No,6,2,0
41,62.11,2463.96,Month-to-month,DSL,Mailed check,No,2,3,0
19,107.67,1898.36,One year,Fiber optic,Bank transfer,No,5,3,0
6,93.8,568.56,One year,Fiber optic,Credit card,Yes,2,3,0
22,69.6,1438.11,Month-to-month,No,Electronic check,Yes,0,2,1
24,68.69,1690.51,Two year,No,Credit card,Yes,1,4,0
26,62.08,1548.43,Month-to-month,DSL,Bank transfer,No,3,3,0
22,81.1,1840.7,Month-to-month,Fiber optic,Mailed check,No,2,3,1
45,67.3,2792.4,One year,DSL,Electronic check,Yes,1,2,0
7,74.12,484.36,One year,DSL,Mailed check,No,1,3,1
0,76.12,19.83,Month-to-month,DSL,Credit card,Yes,2,3,1
3,57.02,171.55,Two year,DSL,Mailed check,Yes,1,4,0
6,63.61,358.12,Two year,DSL,Electronic check,No,2,4,0
36,86.47,3228.19,Month-to-month,Fiber optic,Electronic check,Yes,3,3,0
15,68.97,1042.36,One year,DSL,Credit card,No,1,2,0
56,74.79,4126.37,Month-to-month,Fiber optic,Mailed check,No,1,3,1
7,68.2,484.26,Month-to-month,DSL,Electronic check,Yes,1,3,1
55,63.6,3504.79,Month-to-month,DSL,Credit card,No,1,4,0
9,101.77,842.82,Month-to-month,Fiber optic,Electronic check,Yes,1,4,1
17,83.81,1476.75,One year,Fiber optic,Credit card,No,4,2,0
3,55.3,170.64,Month-to-month,DSL,Electronic check,Yes,2,4,0
50,61.28,3049.21,Month-to-month,DSL,Electronic check,Yes,3,2,1
18,103.35,1838.63,Month-to-month,Fiber optic,Electronic check,Yes,0,5,0
72,94.43,6966.5,Month-to-month,Fiber optic,Credit card,Yes,4,3,0
42,118.75,4681.5,One year,Fiber optic,Bank transfer,Yes,3,3,0
16,97.06,1619.4,Month-to-month,Fiber optic,Electronic check,No,2,3,1
10,59.49,619.66,Month-to-month,DSL,Credit card,No,3,2,1
37,93.59,3380.19,Month-to-month,Fiber optic,Credit card,Yes,0,3,0
20,94.73,1890.0,Month-to-month,Fiber optic,Mailed check,Yes,2,4,1
10,83.84,843.49,One year,Fiber optic,Mailed check,Yes,0,4,0
21,78.14,1677.93,Month-to-month,Fiber optic,Mailed check,No,3,3,0
2,104.44,214.64,One year,Fiber optic,Electronic check,No,2,3,1
26,62.54,1645.3,One year,No,Credit card,No,1,2,0
30,67.13,2066.84,Month-to-month,DSL,Bank transfer,No,1,4,1
7,56.53,378.37,Month-to-month,DSL,Credit card,No,0,3,0
45,74.56,3301.11,Month-to-month,Fiber optic,Credit card,Yes,1,4,0
39,68.68,2773.17,Month-to-month,No,Credit card,No,4,3,1
25,87.16,2200.26,Month-to-month,DSL,Credit card,Yes,3,3,1
8,92.25,752.23,Two year,Fiber optic,Credit card,No,1,2,1
31,61.98,1880.71,Month-to-month,DSL,Bank transfer,No,3,4,0
14,82.5,1141.27,Month-to-month,Fiber optic,Credit card,Yes,1,4,0
23,54.36,1172.89,Two year,No,Credit card,Yes,1,4,0
34,54.99,1879.38,Two year,Fiber optic,Electronic check,Yes,5,4,0
5,45.4,226.47,Month-to-month,No,Bank transfer,No,0,3,0
3,65.81,206.74,Month-to-month,No,Bank transfer,Yes,1,3,0
13,76.29,977.07,Month-to-month,DSL,Electronic check,Yes,0,3,1
69,53.26,3608.61,Two year,No,Mailed check,No,0,3,0
72,94.13,6695.14,One year,Fiber optic,Electronic check,No,2,4,1
26,66.07,1774.88,Month-to-month,DSL,Electronic check,No,1,3,1
40,85.52,3398.63,Month-to-month,Fiber optic,Mailed check,No,2,3,0
19,103.01,1919.85,Month-to-month,Fiber optic,Electronic check,No,3,3,1
21,85.89,1726.42,One year,DSL,Credit card,Yes,1,3,1
17,71.53,1276.64,Month-to-month,DSL,Bank transfer,Yes,4,3,1
43,61.78,2683.1,Month-to-month,DSL,Electronic check,No,1,2,0
56,89.91,4706.83,Month-to-month,Fiber optic,Electronic check,Yes,4,2,1
21,68.88,1354.86,One year,Fiber optic,Electronic check,No,1,3,0
21,87.63,1826.64,Month-to-month,Fiber optic,Mailed check,No,0,3,0
17,48.35,826.37,Two year,DSL,Bank transfer,No,2,3,0
57,95.42,5234.52,Month-to-month,Fiber optic,Bank transfer,Yes,2,5,0
36,87.02,2887.81,Month-to-month,Fiber optic,Electronic check,No,4,3,0
8,54.51,436.8,Month-to-month,No,Mailed check,Yes,1,4,0
68,64.32,4102.06,Month-to-month,No,Credit card,Yes,1,3,0
1,71.26,70.53,Month-to-month,DSL,Credit card,Yes,2,3,1
53,96.56,5312.95,Month-to-month,Fiber optic,Bank transfer,Yes,1,4,0
41,78.06,3148.06,Month-to-month,DSL,Electronic check,Yes,1,3,0
21,68.33,1349.96,Month-to-month,DSL,Electronic check,Yes,3,5,0
20,77.72,1537.61,Two year,Fiber optic,Mailed check,No,3,3,0
18,44.9,754.07,Month-to-month,No,Mailed check,No,3,3,1
8,88.33,723.65,Two year,Fiber optic,Bank transfer,No,1,3,1
64,86.26,5457.11,Two year,Fiber optic,Electronic check,No,2,3,0
20,59.3,1150.45,One year,DSL,Credit card,No,1,3,0
8,59.12,468.81,Month-to-month,No,Bank transfer,No,2,3,0
62,48.79,2859.85,One year,DSL,Credit card,Yes,1,3,0
28,95.61,2568.2,Two year,Fiber optic,Credit card,Yes,4,4,0
29,52.78,1476.67,Month-to-month,DSL,Mailed check,No,5,3,0
71,72.43,5151.56,Month-to-month,No,Bank transfer,Yes,2,5,0
32,80.79,2577.98,Month-to-month,DSL,Credit card,Yes,0,4,0
12,92.37,1037.15,Month-to-month,Fiber optic,Electronic check,Yes,3,2,1
32,66.4,2199.84,Month-to-month,DSL,Electronic check,No,5,2,1
9,61.33,525.81,Month-to-month,No,Electronic check,Yes,0,3,0
14,90.25,1304.86,One year,Fiber optic,Mailed check,No,0,2,0
25,71.22,1717.6,Month-to-month,DSL,Bank transfer,No,2,3,0
39,79.82,3072.37,Month-to-month,DSL,Electronic check,Yes,0,3,0
12,73.62,867.15,Two year,DSL,Mailed check,No,0,3,0
18,95.69,1733.46,Month-to-month,Fiber optic,Bank transfer,No,3,2,1
17,98.81,1602.5,Month-to-month,Fiber optic,Credit card,Yes,0,4,1
44,76.13,3367.1,Month-to-month,DSL,Electronic check,No,0,4,0
20,89.04,1738.49,Month-to-month,Fiber optic,Credit card,No,0,3,0
67,99.99,6804.59,Month-to-month,Fiber optic,Credit card,No,1,4,0
14,101.48,1409.79,Month-to-month,Fiber optic,Mailed check,Yes,3,3,1
13,77.85,1034.3,Two year,Fiber optic,Bank transfer,Yes,0,4,0
53,77.07,4227.46,Two year,DSL,Electronic check,No,3,3,0
30,59.47,1738.29,Month-to-month,No,Bank transfer,No,2,3,0
51,93.55,4510.79,One year,Fiber optic,Credit card,Yes,0,3,0
6,79.38,442.67,One year,Fiber optic,Electronic check,No,2,2,1
20,107.07,2066.86,Two year,Fiber optic,Credit card,No,1,4,0
25,64.78,1611.35,Month-to-month,DSL,Electronic check,No,2,4,1
24,79.73,1935.4,One year,DSL,Credit card,No,1,4,0
18,53.2,961.09,Month-to-month,No,Mailed check,No,5,3,1
24,69.92,1583.46,Month-to-month,DSL,Mailed check,Yes,1,3,0
25,73.12,1798.05,Two year,Fiber optic,Credit card,Yes,1,3,0
12,77.5,948.67,Month-to-month,Fiber optic,Bank transfer,No,2,3,1
43,74.49,3274.39,Month-to-month,DSL,Electronic check,No,2,2,0
62,78.08,4829.85,Month-to-month,Fiber optic,Bank transfer,No,3,3,1
34,92.38,2944.01,Two year,Fiber optic,Electronic check,Yes,3,4,0
27,109.78,2897.19,Month-to-month,Fiber optic,Credit card,Yes,1,3,1
19,61.4,1073.33,Month-to-month,DSL,Electronic check,Yes,0,3,0
25,78.07,1969.21,One year,DSL,Mailed check,Yes,0,4,0
27,49.46,1294.36,Month-to-month,No,Mailed check,No,2,3,0
9,96.47,820.94,Month-to-month,Fiber optic,Bank transfer,Yes,2,3,1
41,40.86,1590.89,One year,No,Mailed check,No,3,4,0
15,55.56,767.42,Two year,DSL,Mailed check,No,1,4,0
55,53.72,3041.1,One year,DSL,Bank transfer,Yes,3,4,0
23,53.15,1125.32,Month-to-month,DSL,Electronic check,No,1,3,1
42,57.94,2351.2,Month-to-month,No,Credit card,No,3,4,0
34,75.72,2581.2,One year,DSL,Electronic check,Yes,0,4,0
6,99.74,614.2,Month-to-month,Fiber optic,Credit card,Yes,1,4,1
51,99.0,5272.52,One year,Fiber optic,Bank transfer,Yes,2,2,0
11,46.02,484.23,Month-to-month,No,Credit card,No,4,3,1
14,58.67,755.76,Two year,DSL,Electronic check,No,1,4,0
15,45.47,693.1,Month-to-month,No,Credit card,No,2,3,0
4,60.84,239.95,Two year,No,Bank transfer,Yes,2,4,0
24,98.28,2298.0,Month-to-month,Fiber optic,Credit card,No,3,3,0
44,58.36,2598.26,One year,No,Electronic check,No,1,3,0
54,63.13,3576.31,Month-to-month,Fiber optic,Credit card,No,1,4,0
18,71.79,1226.77,Month-to-month,Fiber optic,Bank transfer,No,1,2,0
20,93.65,1875.93,Month-to-month,DSL,Credit card,Yes,1,4,0
36,55.75,2001.84,Month-to-month,No,Mailed check,No,3,3,0
18,57.72,1039.0,Month-to-month,DSL,Electronic check,Yes,2,4,0
47,97.77,4544.04,Month-to-month,Fiber optic,Credit card,No,3,3,0
20,77.43,1620.94,Two year,DSL,Electronic check,No,1,4,0
9,89.03,763.57,Two year,DSL,Bank transfer,Yes,0,3,0
24,64.19,1592.18,One year,DSL,Electronic check,No,1,3,1
5,83.57,420.28,Month-to-month,Fiber optic,Credit card,Yes,3,3,0
24,105.16,2619.64,Month-to-month,Fiber optic,Mailed check,Yes,2,3,0
28,73.24,2099.02,Month-to-month,DSL,Electronic check,Yes,0,5,0
11,94.59,1046.43,Month-to-month,Fiber optic,Credit card,No,5,3,1
27,61.0,1525.09,One year,No,Electronic check,No,4,2,1
16,91.58,1463.32,Two year,Fiber optic,Electronic check,No,4,3,0
10,79.46,754.01,Month-to-month,DSL,Credit card,Yes,3,3,1
4,49.06,189.18,Month-to-month,No,Electronic check,Yes,1,5,0
6,72.61,423.31,Month-to-month,DSL,Electronic check,Yes,1,2,0
58,77.06,4619.9,Month-to-month,DSL,Bank transfer,Yes,0,5,0
16,63.75,1062.58,Month-to-month,Fiber optic,Electronic check,No,4,3,1
27,95.75,2637.9,Month-to-month,Fiber optic,Credit card,Yes,1,3,0
18,90.68,1533.79,Month-to-month,DSL,Credit card,Yes,0,4,0
59,85.67,4909.66,Month-to-month,No,Credit card,Yes,0,4,0
10,34.29,315.74,One year,DSL,Credit card,No,1,3,0
22,102.92,2335.3,Two year,Fiber optic,Credit card,Yes,3,4,0
14,60.87,799.3,Month-to-month,Fiber optic,Electronic check,No,2,4,1
42,59.29,2500.77,Month-to-month,No,Bank transfer,Yes,0,3,0
